,category1,category2,macro_state_1,macro_state_2,innovation_success,outcome
11494,5,2,4861.491919518324,8.262707820363937,9,208.3172431639441
11495,3,3,5577.537007056778,9.785474948576091,8,194.30947838749563
11496,3,3,2910.7759020113444,9.608981045121489,10,167.2118989648972
11497,1,2,6387.286271008095,6.4876123423716905,6,276.5337360863599
11498,3,2,4033.6307737488282,6.461685507563994,8,155.91574066723095
11499,4,5,4336.790834475649,8.592192733715304,9,158.6464722536295
11500,5,3,3990.304704613842,7.504521688376553,8,50.41832383757032
11501,4,4,3854.868172247013,2.652291716395797,7,77.80999923875763
11502,3,4,5705.069860325191,8.214916072473512,10,282.9647861676004
11503,3,3,4606.604215793799,2.364273624383096,8,-27.276633258251433
11504,1,4,5141.8869247210605,2.0063338289578505,8,195.10529269238907
11505,2,1,4676.937734515592,8.907629902903434,6,178.89089854575556
11506,5,5,4542.173038095838,3.4497619846761407,7,-145.59322268728084
11507,2,5,5711.51752440919,8.059222064566105,9,116.78069403701467
11508,5,4,7130.574149018294,0.6583531943582255,7,64.15905254006523
11509,2,5,5232.164572910735,0.9846392730411713,8,-23.848654096501225
11510,5,3,5747.245636937131,0.07505028733609365,9,-130.012204687659
11511,5,5,5872.636454548078,8.934014298733914,8,198.04614422645048
11512,3,1,5089.003222489903,0.2804088424109874,7,-81.78987352746965
11513,3,1,6410.764811147508,0.3528004145661079,8,-3.9066602256975074
11514,3,3,5215.559172483222,6.176930674775188,7,-24.08828465577757
11515,3,3,5713.41612983956,9.34114631034016,7,79.28120756028974
11516,2,4,3173.438703660407,1.3495191353283353,9,151.46094770510206
11517,5,5,4975.706107024558,6.699650220609965,9,-59.50441590055143
11518,3,1,4831.754385665149,8.119995849862615,7,188.10231301586572
11519,3,2,5449.124547610575,9.645988994423277,8,250.799864337317
11520,2,3,4034.312905907402,7.3415998128153515,7,94.21522436902137
11521,2,4,5554.479949493111,6.536548013243014,8,364.1818532524846
11522,4,5,5408.908000722776,6.503064865279952,7,-17.21206812254036
11523,3,2,5011.342909323334,2.614632722535646,8,91.27499795389312
11524,2,3,6331.565209487358,7.730823677466509,7,15.254357940157519
11525,2,1,6022.573913675503,9.16185966265688,9,144.2633239071115
11526,5,2,4531.143030247215,2.63155914954854,8,12.602622471108916
11527,5,2,4757.088653521151,5.646300299557318,9,20.5580269123058
11528,5,1,4535.89587957186,2.268959048510497,8,-57.1733403330272
11529,5,1,5512.177554423534,5.640926893562151,8,-82.13229218905437
11530,1,4,6567.311824943054,8.147967034468284,8,468.2670134264801
11531,4,2,4557.670638744241,1.215282937232145,10,9.902309125813302
11532,5,4,5841.758393077639,9.509018237497934,8,183.04773211614847
11533,2,5,5196.859742712948,4.4144176120314205,9,131.54310684466367
11534,4,2,4689.942205217956,8.12905562464525,8,283.87459786313633
11535,3,5,5479.162559302287,7.704406654257251,7,154.79729259421927
11536,1,4,5168.5111230709945,3.7484813907297196,8,219.39881869218854
11537,2,1,6133.533123916128,5.397618112701958,7,88.00207157320162
11538,4,1,4405.2770163216965,9.631758681774498,6,57.16036230134456
11539,1,4,3919.0599088376744,3.707965035520343,9,141.95797206379387
11540,5,1,4486.082255978328,1.6672957534514,10,-200.0515354532502
11541,3,4,5786.986015944537,4.252062932503403,8,213.16399690760272
11542,1,1,5340.746438286028,0.09505542503745468,8,4.30884126206935
11543,2,4,4978.256534821994,1.882330114496562,7,26.65725412456527
11544,1,2,5491.632531926259,9.214362956106863,8,322.20058067830354
11545,1,4,5052.554816024803,1.8586769907597434,9,136.5172769899892
11546,5,1,3914.1668546202372,4.8985154782197915,10,-44.467276587811114
11547,5,1,5275.037288560881,5.456750559398018,7,-33.984504154729116
11548,3,2,4293.790411285501,0.44344401273665346,6,-16.417406236863783
11549,3,1,5173.919182046743,7.047595199315987,9,82.71297741188638
11550,5,2,5217.439712521911,3.1701984673060113,8,23.539596888446287
11551,2,3,6212.290197886593,6.626633978435144,8,177.8135899692591
11552,3,2,5890.37473647903,3.1183240242357124,6,68.78855821142238
11553,4,3,5098.197690888679,2.5491909033764992,6,-48.1429993342701
11554,3,4,5645.660074106698,0.9510883595389485,6,168.81801357966634
11555,5,5,2830.6660899243566,4.072263342794074,8,-123.7802156336546
11556,2,4,5875.184638057504,8.487577494855831,8,337.5688869562032
11557,2,3,6324.526929011742,3.9398484334053805,10,-0.9693451754300091
11558,2,5,2963.5833393264165,4.630720773978236,6,24.647737300976807
11559,1,2,6671.480864123005,0.4014253603724005,8,79.8699032982762
11560,2,5,5562.051005778597,9.016224515444096,6,157.055502341879
11561,1,2,5863.814187529239,9.66617640656674,8,371.40462186015606
11562,4,2,5641.083008064466,9.244924169694643,8,150.7231020687677
11563,1,3,5099.5441570207295,3.3423748091666425,9,-12.126001834798235
11564,1,3,5579.220253262218,8.40725549984249,8,148.41063138869706
11565,1,3,4938.808273781996,0.9701412640633911,7,-31.611267643420987
11566,5,4,6149.547212467208,3.505851367636156,7,197.05194111916057
11567,1,1,5526.638188231996,1.8560693001431239,6,-140.9715370913554
11568,1,3,5640.933761193471,7.572335738418479,8,142.3992476838925
11569,4,2,5480.408432964286,7.204000318606564,7,219.69072057529047
11570,2,3,5214.648741732577,7.993662317510122,7,71.87548048734554
11571,2,1,4191.030646998431,3.1530484622389143,8,-59.78758092438456
11572,4,4,6280.7103150838975,3.181209407758605,4,134.7472585644577
11573,1,5,5393.525619560275,7.636600566895324,9,159.17193073049316
11574,3,2,4281.225774394222,0.21300403939914392,7,88.97467373965054
11575,4,4,3821.2987838402123,7.917819162008586,8,271.67510430954354
11576,1,4,4299.498204082258,6.229241822168933,7,410.51453197817284
11577,2,1,5456.285987918799,5.136514020060025,7,15.891710411827402
11578,1,4,5139.369515553625,2.4313305952254574,9,151.62327349206413
11579,2,1,4576.887354748912,7.169580916683657,8,53.415140541846434
11580,3,5,4861.093047855028,1.5573606193166167,8,-69.95425195772596
11581,4,5,3805.5020189646093,4.663106138116961,10,-114.30209872129137
11582,3,1,5081.92931567669,1.1014517956762704,8,-39.336499970001896
11583,2,1,4362.8910933187835,1.126706622535022,8,4.762065191025648
11584,3,2,5810.737328773437,1.352942040939511,9,64.12999680026718
11585,4,5,6754.130989652835,7.212761699439378,7,96.26095471271434
11586,1,3,6038.173023130868,2.814951232884324,9,89.62658677468454
11587,1,3,4225.1829874333625,5.227543591292729,6,-37.5063054025929
11588,5,3,5093.455855615048,8.669187784970164,6,23.13338618230476
11589,4,1,4106.835817384766,9.338315846271177,7,97.39857784625723
11590,5,4,4542.720802926077,9.577010766210815,7,223.1797798864181
11591,1,4,4857.002409322602,3.4754239144750976,8,272.471775565491
11592,5,2,5725.041084342359,2.8889221017981415,7,-4.878668430100657
11593,2,2,2855.641796784118,6.9535508375767785,9,209.7877692710092
11594,1,3,2925.289878859377,5.044838018826324,9,27.880973530944885
11595,2,2,4909.10921420133,7.504465399108713,8,188.86239120151367
11596,2,4,4001.3307357865015,7.97231228752167,9,199.78166037626957
11597,3,2,4781.803125453454,8.029061207566388,8,111.84598114657842
11598,5,5,6357.599653964147,8.159931546208412,8,-16.18383610968843
11599,4,1,6609.911908297994,2.2692679551470074,8,-70.57324057813285
11600,5,3,4471.026412003245,1.6314902583076685,8,46.076966199955905
11601,4,3,5351.790836522601,4.631177929113904,9,-30.366381658086176
11602,4,2,4464.2208382000235,4.994646779050154,9,110.07258201946374
11603,5,2,3517.4893226273707,6.545414632230637,10,114.57602896993326
11604,1,2,4241.357557367562,8.364800808753897,7,264.83808312890284
11605,5,2,3569.962594937606,7.7466894444134375,10,143.10502565884178
11606,4,4,4502.6089221289585,5.161229873561726,6,223.51050791145778
11607,1,4,4406.738111672648,2.463213848851601,8,122.73260770168952
11608,4,3,4512.380974169435,9.840593952976231,6,152.97746360307198
11609,1,2,3531.6129319537695,7.494623730497211,7,271.8199478863582
11610,1,2,5276.725546121264,6.806857569143913,8,160.06165726486086
11611,3,2,5752.8067099838245,0.9158662799310302,9,91.05423518107176
11612,1,1,4934.05635776242,3.5844643792869024,8,-13.77966946257845
11613,1,3,5748.343139131848,5.1181496789176055,9,-13.763750074430845
11614,5,4,3887.414544821668,7.049285166644481,8,155.91133146922587
11615,1,4,6530.031520231366,2.9324918793772436,8,135.75582758176307
11616,4,4,3767.1054213630955,7.521408817926601,9,257.06539001735615
11617,1,1,3315.7609385077594,4.720918957945775,10,-8.873462382843172
11618,3,3,4732.104098350173,6.857632608676156,8,40.37178061167583
11619,2,5,4384.014657024034,8.859229611704299,10,208.0874171784527
11620,4,1,6158.457170007686,1.6271184971846009,8,-92.08488391095634
11621,5,3,3969.2550246712576,5.974886807265167,10,-82.45141387631942
11622,1,3,4814.312821291623,3.0829807526629613,10,-35.08890544824325
11623,1,2,5434.767012054188,7.489588707368472,6,351.7997296576752
11624,1,4,5153.18731648572,2.9970903873578103,9,223.8846558606577
11625,4,1,4817.299259563199,4.807190348562472,8,-60.60416268736115
11626,2,4,4545.577009976565,6.344373701898096,7,287.3863107409446
11627,3,3,3539.732620057711,0.8854660315298857,7,-90.46024985483544
11628,3,1,3747.836919893035,1.7118294466606399,8,-89.63335524929663
11629,3,4,6213.880476854658,8.134592532245396,7,348.15776066353567
11630,3,3,6269.489518254931,7.167466750072569,9,21.279237205366087
11631,4,3,5532.25330775639,6.436061031255452,7,-73.92844831375339
11632,1,2,3570.2308173500123,9.88663965125764,8,350.3728997112317
11633,5,1,3138.3587346566846,2.29654798449084,9,-111.71471795627605
11634,3,1,4414.95651946103,3.0434134596064046,9,-75.73173793713303
11635,2,4,6155.006882118373,6.500345464206896,8,190.15548330236584
11636,3,5,6782.707117050619,8.618522570542298,8,114.80583562456084
11637,2,1,1682.774191929667,0.391589852475579,10,-40.93581900449777
11638,3,4,5211.673987137452,3.5354642511204104,9,287.365311791726
11639,5,1,4436.076578710687,1.3955375391209535,8,-115.22407437586749
11640,3,3,6621.553270898268,6.229908839110695,6,-4.680545226216019
11641,1,3,4271.810719058814,5.465932402773962,9,76.44561055406622
11642,1,1,4530.73144054636,4.582880488980077,8,97.6023937614055
11643,4,2,5547.055341491659,8.897067255287745,8,254.49363335749376
11644,5,3,3711.1264126266747,0.345907632353436,9,-116.05405316548017
11645,4,5,3927.473010695325,2.377378248273352,7,-69.93039528626632
11646,3,4,6684.113237034987,2.5615040530918662,10,255.56383561109328
11647,2,5,4152.983791834796,5.722433463950733,10,-44.963349755787206
11648,2,4,4661.948003167302,1.248664997481882,7,229.6862862400572
11649,3,2,6086.405558985817,3.676619328819183,6,37.68075563131661
11650,5,1,5752.305487814345,4.824220882731235,8,-41.517686249279095
11651,2,4,6072.037046946958,1.1821590056682674,9,186.25855004582428
11652,2,1,4916.191716057397,2.274602979969443,10,-37.897545316690405
11653,3,4,5660.945317961541,2.7718314621359,9,158.5476167950862
11654,5,4,4881.268176051757,2.4330504753525926,9,200.6808370042104
11655,2,1,4308.423229693475,6.786546713639998,10,61.32739396406893
11656,5,1,5144.69387756468,5.631657335097946,8,-38.402157313204405
11657,1,4,6774.197704156973,7.654299333265076,8,297.35664417264024
11658,1,1,4908.034401028966,7.8553243604431096,9,135.80831328441906
11659,3,5,6739.5024199518,6.626209293662403,6,39.163802210979085
11660,3,2,4691.860292364915,2.570581095376665,8,111.15596093023692
11661,3,2,5885.2538264567065,8.50100862836367,9,243.54884997523342
11662,1,1,6475.086365060656,7.180624105230496,10,133.120369504881
11663,3,1,4675.775961686279,3.474200926245312,8,54.48981452477669
11664,2,3,4601.631283558498,9.369353136427666,6,175.97989000897175
11665,4,5,5265.828463096304,9.695126507336894,7,28.01908484827628
11666,3,2,6981.5053085357595,5.228825856075741,8,211.82447564401954
11667,1,3,3841.7909984903877,1.4572681495501238,8,-104.9654378334622
11668,5,5,6233.423251525748,7.740997813401453,9,49.184997980341656
11669,3,4,5609.045140090384,9.555316011501136,8,405.80592407342345
11670,2,2,4144.3757627807445,4.059764126992152,9,143.40015754878635
11671,2,3,2849.07025010376,3.4973600642929448,8,-3.821876189102923
11672,3,5,3721.5751275823377,0.5355408210866452,9,-63.79156759646587
11673,1,1,4236.529304505532,6.655457948127998,7,109.86221403981133
11674,3,3,3956.43826084526,5.310506737775302,9,-5.844777773752691
11675,4,2,4886.871626474951,3.025167824880878,7,65.64675482340168
11676,3,5,5251.698544807115,3.487862400672065,8,31.961942787201984
11677,1,2,4724.005233639722,7.46084606861905,6,288.3122689437253
11678,5,4,5295.411128318496,2.2538692242983305,9,4.362802780957068
11679,4,4,5924.813126155415,3.0357305505497987,10,90.42338158942127
11680,2,5,5664.865142799039,7.272554550274128,9,93.3595018136674
11681,3,2,4034.078709870714,6.059859712778181,8,117.70887082880786
11682,5,4,5262.159764857341,4.76940711686084,10,68.48650134889809
11683,5,2,6619.164556799979,6.94761606092178,9,135.79326797741328
11684,2,3,3943.2832639184917,0.3993423633975546,9,-32.81742210017532
11685,4,1,6033.164763125171,6.12973087633868,8,0.29671391561111804
11686,5,1,4991.51936254617,0.05641728082211306,7,-156.13433893448325
11687,4,5,4472.5173664882905,1.476683201855482,8,-128.15514082612114
11688,4,4,5591.727687240297,2.8067813900422234,8,111.23532472199945
11689,4,1,3924.3082350842574,8.088336185927886,7,59.77657346453596
11690,3,2,3208.142520837854,8.992734826485894,5,187.5944820569032
11691,2,5,5700.366836126767,6.431641335057714,7,156.0651398755449
11692,1,2,5858.7318125390575,8.656764860555477,10,263.58024944972
11693,3,3,4134.841216961168,5.164342381585225,10,11.212176942912642
11694,3,5,3124.6377049995954,0.3209341157804868,6,-65.6684496753586
11695,2,3,5836.915687467755,9.387899885414049,7,125.05623978893416
11696,2,1,5733.862208098806,6.6432353125963175,9,32.33479146027077
11697,4,1,5235.9259825058125,2.2507669584157064,10,-97.76062267465353
11698,1,2,4320.968775824567,6.608858656050433,8,168.88980068542332
11699,4,3,4016.0978136645326,5.795787330099921,10,-106.26840272443559
11700,1,1,3488.372607128655,7.765149788980312,7,130.13771358155822
11701,5,1,5815.436811788281,3.0348869105815734,10,-64.73795794116111
11702,5,4,4654.199358013094,4.638844698156854,7,188.49874706746743
11703,1,1,3718.263330184601,3.5253048574119084,6,42.79543159059529
11704,1,4,5187.619310594922,5.545708453025419,9,276.5374418096266
11705,4,4,5849.497847889251,8.770639116202725,9,320.9499613806797
11706,1,1,5213.940019957831,4.8175249608928405,7,77.07532387786152
11707,5,5,3878.5775306388427,5.412192621368202,7,-110.53267093744685
11708,1,4,6522.918903323871,3.991231394894524,7,169.8672779083707
11709,2,5,4112.680880545658,5.809351380722857,8,49.49995314090998
11710,3,5,4862.6022405081985,7.626500620021358,10,111.92539503018759
11711,4,5,5344.6580533837905,3.722924037778401,8,-108.63475885799372
11712,4,2,5281.508109256619,9.317109172067648,8,261.73179122950125
11713,2,3,6155.762133434423,9.456217666490334,7,271.6500148420895
11714,3,2,6066.44198585815,7.966368995664871,8,291.0176860936782
11715,4,1,6018.126347448959,7.797566671553595,10,51.7547882255753
11716,5,3,5112.213308340893,1.461682808785647,6,-86.70074328656396
11717,4,3,4379.780910696941,7.030318215578836,8,-47.374612210791796
11718,4,3,4854.28164109217,4.459623779334389,10,-42.198043236690374
11719,4,1,5604.82140523932,1.1732036859134687,9,-18.526972445497123
11720,3,1,4756.539514390124,8.991428118919227,8,167.17437335077145
11721,5,5,5429.307979383602,2.6633169606751297,7,-21.037523166179668
11722,2,1,3893.3778344861844,4.356833367925686,7,-20.978042736368952
11723,2,1,4700.355986550468,7.759454800876818,9,100.7155172495098
11724,4,2,4762.082172712034,1.1328913936291185,7,106.19084318445373
11725,3,4,4526.763748262199,1.893967190252741,7,119.37452662293568
11726,1,3,7362.036497658112,2.043764026802158,10,29.256881554617728
11727,3,3,5381.628967024713,7.690209295138981,8,-0.6852329058715725
11728,2,2,4351.507684305002,5.816849510640919,9,75.70370568971838
11729,3,3,3087.2432656148358,7.674429593927777,7,91.78263782340771
11730,1,1,5898.716663319875,9.81070881373743,8,310.4748311251563
11731,4,2,4781.022951312181,1.7768104389384487,8,-44.09237998711728
11732,4,5,6618.56517417956,2.423104815282213,3,-38.213914336980906
11733,2,3,5388.895088863489,2.4202199910710687,7,-78.07926568325979
11734,3,5,7863.144560754249,7.570310256299699,7,98.30350988357553
11735,1,5,5936.262470865874,4.5371104435093965,7,19.114233105766324
11736,1,5,5135.128364019467,5.082691436554264,8,89.01729139648806
11737,3,5,4118.83282475665,4.4397096054256675,8,-38.40228574115581
11738,2,3,5366.5321259991315,8.073574486031639,7,98.92114307158408
11739,4,1,4843.82642648638,0.5466271934083011,10,-111.92740179949588
11740,5,2,5822.716072769064,2.990055919404048,5,50.16921466896528
11741,3,2,5604.828567868299,9.903996393029036,9,336.1534768203595
11742,4,5,6038.760444730937,7.292284049512877,6,108.50000831454412
11743,3,5,4675.836038243338,9.772505922475691,7,218.48264504073387
11744,4,3,5269.366582951724,5.110839151095874,9,-52.065193959515895
11745,3,4,5115.12978953126,8.81468596197718,9,304.03118327503717
11746,5,1,3525.8960652747583,7.441400374972397,8,23.966649172669776
11747,3,5,6620.961778171863,7.244776203519044,9,99.80634438869382
11748,3,2,5126.03454029577,8.241669864747507,8,310.7217500083923
11749,4,5,4606.843710456979,5.519166276460656,8,54.01241785730923
11750,4,1,3883.217897577692,7.430407030642694,9,-3.7565465356208563
11751,2,4,3944.9488744253936,6.372467019132749,9,251.98097600644218
11752,4,4,4835.6520721496045,5.165392506922916,7,180.05762811522632
11753,1,2,3395.9643666499646,2.9326136753263485,9,193.1007553646756
11754,4,1,6965.455660595502,7.736414331374752,6,82.28396549672013
11755,3,2,4882.093929348364,9.028683968409839,7,311.2612909306979
11756,3,5,4872.904927421162,2.378876865376187,7,-58.583992171428434
11757,3,5,5849.608147796986,9.548290234621513,9,137.36454531284667
11758,5,2,2835.4318456242254,0.2715536367149385,8,31.96899933465332
11759,3,5,4089.9620048920956,3.91169618499117,9,-14.753746786355752
11760,5,5,6289.266714273467,0.4918835403875721,6,-151.43259296912984
11761,1,4,7128.37995827914,6.432280514749235,7,219.56796131396538
11762,4,5,4118.676069666827,8.237858200811507,9,111.53217680906567
11763,3,2,4225.520776280146,6.5061710664487205,9,97.49179872135767
11764,1,2,4719.271325918736,7.194030087646677,10,259.75340207928224
11765,5,2,4978.46105955061,7.497119967415477,8,165.28413794013755
11766,2,1,7178.7664784612825,0.8425171619386662,7,-14.4825061533747
11767,2,5,5559.673367274689,8.00161890828584,7,149.9394066905497
11768,3,4,4707.520742382592,5.88838803099506,5,260.7044479260389
11769,5,2,5548.906325450646,9.04293685353462,10,197.10427040417576
11770,2,4,3828.539332273855,0.8466381637621534,8,100.48538244055122
11771,5,2,5675.717311551115,7.498417520770653,8,79.80468557813774
11772,3,5,5754.820910764089,7.710036139347701,10,141.98101970695285
11773,2,1,3926.984324490237,9.68221915065617,8,192.07494233735576
11774,4,1,2398.568528466503,0.7701964698995167,10,-94.78512317667402
11775,1,1,6527.753485026759,0.4870378782049056,7,4.551650709837077
11776,5,5,4639.780984016006,5.245133904743619,10,-37.874399967328756
11777,4,2,5200.836440835757,7.885484059255658,8,244.42733148145697
11778,1,1,6648.665040685905,7.487480732103861,9,107.43906218576898
11779,4,1,5586.873957693861,2.8294830509032574,7,-114.06521754023495
11780,2,2,6243.221364844399,6.209704993172843,8,163.20092917778436
11781,1,1,5048.728413886419,8.428056824958512,7,77.73189592918216
11782,3,2,5546.15733221693,3.5270377911001916,6,114.6602241529444
11783,3,1,3896.632794088532,6.313313259012916,9,-12.946357696064652
11784,3,2,6007.010631903539,9.569567265846118,7,284.97853813132616
11785,1,2,6018.719440360619,5.035719196816329,8,211.19710757283332
11786,3,3,5478.601230691393,5.533252117930889,8,65.87354994906578
11787,5,1,4680.113449429978,8.139863830482685,6,77.1708640629373
11788,5,5,3459.1583173859776,3.715603770037851,9,-132.73799745519355
11789,4,3,3824.9581929743263,4.227798508420766,8,-52.887797507404464
11790,4,2,5388.633887676804,9.188685001264156,8,188.57485701427666
11791,3,2,5283.574096015602,9.994818328132139,10,312.73749853858493
11792,2,2,4768.785905046652,9.227072814105531,7,264.9495263933203
11793,5,5,5528.652129719742,3.707155622211168,8,3.1924850892981596
11794,5,5,4748.885472473431,8.058919457712342,8,124.49755908139845
11795,4,2,4698.684657767862,2.370331741892997,8,51.28488819603473
11796,5,5,7266.6677249726845,8.659865101974205,9,91.95122067143903
11797,1,5,3674.5846675889,7.970127691039297,8,143.4507115896229
11798,3,4,5363.879590098036,3.5385616724230076,7,190.907967542511
11799,1,3,5140.789804902946,5.144712427695789,9,49.10454846551079
11800,2,4,4444.313747720632,6.229905646978433,5,250.65115663653324
11801,1,2,3414.3286129162975,9.478837796549833,7,268.4361402917272
11802,2,3,4453.888555418389,9.968695151151172,7,183.2083844284603
11803,1,1,7325.846980459126,8.928513052532821,7,220.23986677165348
11804,1,3,4882.363863455457,5.7645953338016875,7,141.6551720585572
11805,5,2,4704.470750154553,1.5700105523026897,10,16.344973688785895
11806,5,5,6531.403796741939,3.920951488873831,7,-54.79306886191442
11807,4,1,4781.103618374435,5.339972674498682,8,-70.76748293003752
11808,4,3,7130.536557115921,8.267184571795923,10,48.947329936090654
11809,1,1,4224.608336020611,0.7581985784592193,8,-17.707921907994333
11810,1,2,6120.524321358451,7.776464944826325,7,239.38528579418312
11811,4,4,5294.0079359796255,5.190526174933705,7,196.33608421078998
11812,3,4,5051.957073296376,5.7079423475239865,9,161.59630997089369
11813,4,5,4899.48701270531,2.6976259383889944,8,-14.284852207127173
11814,3,4,6645.400451610771,0.6906660952931065,7,114.24039571374885
11815,2,1,6094.863622293081,0.6510510410757697,8,10.92745601828841
11816,4,5,4811.81599230865,0.511611374516675,8,-79.22983262963132
11817,2,3,4186.199675469475,1.8330991936891372,9,-93.52771391283699
11818,5,2,5810.595134588228,9.47802452962896,7,148.39430308196225
11819,1,2,2882.5448495036057,8.025337827575385,8,307.10880533276685
11820,5,5,4699.9004738285485,9.0308131645984,8,36.17271964822507
11821,4,5,5205.053495335483,2.591867782293198,10,-27.641193460611227
11822,3,1,6135.129258154421,4.650433897380056,8,-49.59166763526632
11823,4,5,4911.489690289203,3.0114384333434927,8,-2.166406474234762
11824,1,4,5086.215260311899,2.484998558645338,9,242.7937334183936
11825,5,3,6185.878537038372,0.6129062109524241,9,-74.71333939595709
11826,3,5,3862.524347337353,2.7663628123560393,9,-24.667294510081145
11827,3,4,7057.489570892514,1.2191359822613757,9,193.16559810937164
11828,4,1,6365.251765462471,2.436496256191302,8,-62.64985635107006
11829,3,3,4466.900408114676,0.6611537861961336,5,-81.62396704029102
11830,1,2,4168.641774399874,0.6721411284100776,8,125.88588695856875
11831,4,5,5311.325757735574,8.31487228366255,8,135.4203853860751
11832,2,4,5895.5143035141,7.8121217867836545,5,304.0584684356814
11833,4,4,5663.695318497985,8.920822631028434,9,358.76707619983887
11834,1,5,3769.027188893852,9.147000092372737,7,149.2773227339835
11835,3,2,6224.710597933715,6.637423779667911,8,111.90429574703865
11836,3,2,2996.056559818702,0.35539704452084986,6,68.91699040270619
11837,5,5,6284.390160209303,4.98843945799395,8,-22.70719338243977
11838,5,3,3857.6624932346685,5.562887188338004,6,37.69489847691756
11839,4,5,4209.065818839572,0.08567011860756812,9,-127.84884717309968
11840,3,5,5146.682170839606,2.0387811158541758,8,-93.618873820243
11841,1,2,6954.91646674128,2.9634867230995354,9,139.52322134024752
11842,3,1,5582.023204297895,1.7602644200368422,8,-61.85145849276697
11843,4,3,4398.444418243064,2.004294860004281,9,-94.54475697127222
11844,2,2,5428.751974337585,9.98641794978544,7,304.64398495690557
11845,2,2,3964.0617560972432,0.647887110509916,7,94.59761965852519
11846,3,4,5146.524990397928,2.596921635582893,8,134.06880593162327
11847,3,2,3867.7095125380265,0.9044222147557668,9,70.29161248153179
11848,2,1,4921.65738478778,1.4846666375279405,9,-93.99567548119614
11849,2,4,3196.600238137654,2.8225589153347808,9,81.5471399050036
11850,2,5,5569.693449385612,3.2807483824689374,7,-2.218920919117071
11851,5,4,4776.582066986976,8.714303437197458,10,285.845778509486
11852,4,3,3846.850747223271,7.577553679565899,8,12.112975773007136
11853,1,4,4048.352003292111,2.2100540791395975,9,221.5431674881814
11854,4,1,4644.095900688902,9.464094107965511,8,144.84409938870542
11855,4,2,6003.661289590638,1.3709718348529887,8,25.575653800088293
11856,3,1,6785.4838721589695,5.811710227845653,9,6.595235336699787
11857,3,3,5170.090559572984,0.07580555816416257,7,-42.94219275426203
11858,1,4,5607.850368676766,5.272109569231731,10,267.65351516641215
11859,5,4,1842.6050336189244,1.7755687822631572,8,132.45591130644226
11860,4,5,5793.944755154611,8.028124324697906,5,90.24682397737556
11861,1,4,4849.00086698474,9.289851129621804,9,427.30530012064554
11862,1,3,4680.912487246174,2.002986197016565,7,-70.21139020239012
11863,1,2,5982.036441473005,9.937902674964754,8,529.4620127378314
11864,2,1,5066.667765771785,5.80695529072111,7,130.8225368513285
11865,4,3,4028.262154730319,9.841520753356864,10,145.21999718403825
11866,3,3,6136.285784052875,3.674957183964284,9,37.86505256690632
11867,5,3,6392.88331536745,5.802840835080745,9,9.394273539530658
11868,2,1,4596.125495012378,0.03237881141773813,10,-118.8494399860873
11869,5,3,3078.0285632237574,0.030513582871264378,6,-67.66693707816924
11870,3,2,3297.1235631686336,3.7040612001621023,8,173.36574204536925
11871,1,3,5991.497471506027,4.595439804944879,7,56.65256546944369
11872,4,2,5934.7264897033165,6.69143244923495,8,58.97438766000876
11873,5,3,5838.106551627048,5.54771803043975,6,-78.12109145736373
11874,5,4,3492.0976245373217,8.20533189348638,10,262.59443209742204
11875,1,1,4753.264239087188,6.00581604164174,8,129.96288443606716
11876,5,5,7059.02382129686,9.864225332408944,7,66.30155815453062
11877,2,2,4398.352282028532,9.5720543206427,7,274.44149177291405
11878,2,4,5404.724388580161,9.735598322903503,6,348.8709141589984
11879,5,4,5412.223589296384,4.136567898603891,7,126.74572629079017
11880,4,1,6461.456475004598,8.894849653376834,10,88.21183431839762
11881,3,1,6013.948972763677,0.560197479750626,8,-66.38134120001084
11882,5,1,5049.968569007915,1.2082354975288179,7,-123.97654052788741
11883,5,3,5026.876625990624,7.17467618899848,8,0.6937326492506148
11884,5,5,3269.143630039121,0.3499257459936522,6,-72.94772821289284
11885,4,4,5302.076929384883,0.5010043230133798,8,86.153843836415
11886,4,1,6254.646356184562,8.725077452542694,9,92.54524094206336
11887,5,4,3484.7491414907463,9.849948181042086,8,283.97933891162745
11888,4,3,6392.430508633262,1.7215524919224412,7,-78.18032212091381
11889,1,3,7018.8916778925495,7.589111940165578,5,153.54033787836826
11890,1,5,3547.16017774565,6.2962382675079915,9,178.02914767375827
11891,5,3,5360.474972687117,4.060649751502256,7,-126.41106722691262
11892,4,2,5537.623888494274,3.720944238831726,9,84.20393600400462
11893,1,5,3578.0389469737547,7.631463111076514,7,107.95265319465453
11894,2,2,5956.192305703009,9.790752236692038,9,270.6944075950885
11895,5,4,5754.647189753257,2.086457808331347,8,160.24244024930547
11896,5,5,4446.027465081702,8.252586707352348,10,18.294057777192137
11897,1,4,5602.145268374603,7.740467982718991,10,371.752344391018
11898,5,2,2616.934778076951,8.704529545981142,9,199.60866851439718
11899,1,2,4675.548004359393,0.813240110275858,6,85.38626200380514
11900,4,5,4110.785840765421,9.767631379938903,7,54.08708234304301
11901,4,3,6636.390783640611,3.0032337539918474,8,-131.52669015971327
11902,5,2,6322.788496618752,3.8538211819134514,9,48.33296434484748
11903,1,2,3992.882392750357,1.7632419534196697,9,65.42449091970855
11904,3,1,4603.407134726803,0.16817302530776068,9,-35.14526394253686
11905,5,5,4851.653618219883,5.702050220250032,7,-47.83252534364031
11906,5,1,5796.132821888098,9.006824579659188,8,55.85847733687784
