,category1,category2,macro_state_1,macro_state_2,innovation_success,year,feature1,feature2,cat_feature1,cat_feature2,label
4151,5,4,4.727452004564446,8.762226763352883,8,1,41.42300647686083,-167.132500965968,20,21,True
4152,3,5,6.084286784529806,7.62618399862829,9,1,46.39989051924678,-71.54386192610129,15,10,True
4153,2,5,3.8213051689625277,1.1626588917400282,10,1,4.442874432746414,11.812031570788276,10,5,False
4154,4,2,4.641440465990685,2.605425745951433,9,1,12.092928488392948,24.621380410750067,8,18,False
4155,1,5,4.744205344559496,2.7644809818643887,9,1,13.115265449094116,25.964610532785002,5,0,False
4156,4,1,5.847676984822241,4.048453066049811,6,1,23.674045818472518,42.59490949071019,4,19,False
4157,1,5,4.755452228926308,6.818678970372968,9,1,32.425902107993075,-66.90198834474293,5,0,True
4158,1,4,6.554115884103078,7.608124885114016,8,1,49.86453215776568,-52.557665725484384,4,1,True
4159,5,5,5.4881529256834485,4.3493098569334245,7,1,23.869677616033034,27.183816906316817,25,20,False
4160,1,4,5.582035860178591,9.54846373098068,9,1,53.29986695594882,-211.41007780411874,4,1,True
4161,1,3,4.681548196659437,5.93193909528197,7,1,27.770658774210915,-34.72417898002532,3,2,True
4162,3,2,3.0192927499931312,4.2986123820525535,9,1,12.97876920016198,-16.603994237735385,6,13,True
4163,4,3,5.823796678783749,1.772624349767602,9,1,10.323403800907762,41.82188781949764,12,17,False
4164,3,4,3.9624668616602183,8.902666394561905,3,1,35.2765205688676,-174.2730504367165,12,11,True
4165,1,2,6.7293928491857935,8.233130246995069,7,1,55.40396781054388,-83.31301838373612,2,3,True
4166,5,3,5.92582527852245,0.9245408264737154,9,1,5.478667400543981,27.400374088286867,15,22,False
4167,3,5,4.226918156995373,5.152214075942158,7,1,21.777987226327046,-20.15108270339564,15,10,True
4168,3,5,5.310570622151148,6.826428365666005,10,1,36.25222993292516,-54.9532234635057,15,10,True
4169,2,2,4.25674954440684,9.148977244107627,9,1,38.94490471564369,-190.52734161207985,4,8,True
4170,1,3,6.592103861781071,1.0190614210157622,9,1,6.717758728870113,37.438354502814754,3,2,False
4171,5,1,7.980458822874908,9.736325688168977,10,1,77.70034624053173,-136.43146338562622,5,24,True
4172,3,1,3.731759920954941,7.636449405869038,8,1,28.497395831222246,-111.27348184960832,3,14,True
4173,3,1,4.1121627159544225,4.622878615864804,7,1,19.010029084542232,-9.708724111234504,3,14,False
4174,5,3,5.959067010611877,4.188337793558059,7,1,24.958585574890765,44.194896693797034,15,22,False
4175,1,3,5.587089788436867,2.326795769429034,8,1,13.000016883155057,42.38387729115128,3,2,False
4176,2,3,3.9713020835843196,2.377011081924439,7,1,9.439829062349544,15.049834531311303,6,7,False
4177,3,4,4.671104435920949,4.9238306763922814,7,1,22.999727314219633,-5.812634615988548,12,11,False
4178,2,1,5.057180338345355,6.238873422046676,10,1,31.55110800339985,-37.28372611073099,2,9,True
4179,4,1,4.6569154386558,2.1923147756968486,9,1,10.209424525335882,25.162154453572196,4,19,False
4180,1,1,4.475183117291164,4.1713634120324965,10,1,18.66761511761389,5.671589322915694,1,4,False
4181,4,4,3.493887599980839,3.462989191136081,8,1,12.09929499377803,0.3738489634510889,16,16,True
4182,4,4,6.703486765264594,7.748875828576919,9,1,51.94448656254409,-54.30219815185764,16,16,True
4183,4,3,5.436404217026097,5.775078588662071,8,1,31.395661593059604,-10.632905962125134,12,17,False
4184,1,1,6.711924822079727,0.8727068052685716,9,1,5.857542468680024,34.203467517352884,1,4,False
4185,1,1,4.353741276521232,5.797654639606637,9,1,25.241488311470242,-36.44652227709593,1,4,True
4186,5,5,4.762866467064243,9.847612054889574,9,1,46.902861236891155,-238.489116730666,25,20,True
4187,2,5,5.440449050662054,1.6509916426885551,8,1,8.982135915115935,34.0374214829609,10,5,False
4188,2,5,3.918590869407992,3.7590068948399322,8,1,14.730010096161445,2.3506735565730894,10,5,False
4189,5,4,6.086478512803301,2.2336136738866075,10,1,13.594841632014475,52.37908731462941,20,21,False
4190,5,3,4.204360165382963,0.5970787793725718,9,1,2.5103342355895237,9.055481960706713,15,22,False
4191,4,2,5.459087242113159,2.3331194466416783,9,1,12.736702605487698,39.81452216525225,8,18,False
4192,5,1,5.0097865887998845,6.8168677533723905,9,1,34.1510526484674,-61.713723991369434,5,24,True
4193,3,5,5.111464871454674,2.754674971068817,6,1,14.080424346893679,33.184601893906155,15,10,False
4194,2,1,5.899266758100808,7.213977161878125,9,1,42.557175664766035,-55.95036160184677,2,9,True
4195,5,1,3.397899707999691,4.459270358689357,9,1,15.152153449682245,-16.082050966238917,5,24,False
4196,3,1,3.6857830923309853,2.0579414672149943,8,1,7.585125864867846,12.347383614575811,3,14,False
4197,3,3,5.151982892310879,7.913221254581972,9,1,40.76878052667715,-112.57232077327163,9,12,True
4198,3,1,5.1935199936311625,5.855764119463597,8,1,30.41202803242217,-20.140186919122915,3,14,False
4199,3,3,4.353393586410721,4.570491750905283,9,1,19.897149475134167,-4.319634629725565,9,12,False
4200,4,2,4.82760450885791,4.010816985901674,8,1,19.362638165342812,15.815161264968221,8,18,False
4201,3,2,1.9851151119465187,1.4071211610534773,9,1,2.793297481146989,1.6145090471477288,6,13,False
4202,4,4,5.762586217594977,0.49402167239684824,9,1,2.846842480547299,14.998773358775393,16,16,False
4203,4,1,6.071801182694233,8.468158501761495,6,1,51.41697480623767,-123.21344390122468,4,19,True
4204,3,5,5.146549001024981,3.476763808712989,9,1,17.893335306531643,29.8780263359199,15,10,False
4205,2,4,4.206000552325044,4.941297321163488,6,1,20.78309926201589,-15.281745733808943,8,6,True
4206,3,4,5.14778675184704,5.761283189465764,9,1,29.657857276370915,-18.19498978645811,12,11,True
4207,3,2,5.253881580654089,2.073685661899841,8,1,10.894898903122057,34.6479130269489,6,13,False
4208,3,5,4.018902909003965,2.9616824535373922,9,1,11.902714228067426,12.583792957485903,15,10,False
4209,2,1,6.353066283279015,4.981490065692695,8,1,31.647736576841623,43.407282829232656,2,9,False
4210,1,1,6.766598444623647,2.3791653576869654,9,1,16.098856608827084,70.63265614741721,1,4,False
4211,1,2,5.622691563391804,8.124302765527117,10,1,45.680448618170026,-114.27472198178073,2,3,True
4212,4,3,3.4276610632523,5.44956662355327,9,1,18.67926732715285,-37.767714471118595,12,17,True
4213,4,2,5.031460815085924,3.6190526315083726,7,1,18.209121503167975,25.718712226832412,8,18,False
4214,2,5,5.171646714074939,3.652948837195733,10,1,18.89176085056718,28.690877094266074,10,5,False
4215,5,3,7.0166942807400385,5.221898869353382,7,1,36.64046793119475,65.76214371396829,15,22,False
4216,1,5,5.182995376456265,4.947207312009012,9,1,25.64135262451334,6.045924905143496,5,0,False
4217,4,1,3.352660108313115,3.2558214113921524,9,1,10.915662565766173,1.0570585388977285,4,19,False
4218,1,3,4.463298829998582,3.1852461518385935,6,1,14.216705422758679,18.169698440168357,3,2,False
4219,2,5,4.805360010492315,3.5755311092681232,10,1,17.181714208748268,21.130568706492962,10,5,False
4220,2,1,5.499765390055543,4.11632662590425,10,1,22.638830711312306,31.31943598108824,2,9,False
4221,5,5,4.970516379659615,4.263568310560878,6,1,21.192136123440513,14.981739712543865,25,20,False
4222,5,3,4.62721911637995,2.295900396840249,7,1,10.623634205563516,24.767077292972505,15,22,False
4223,2,1,3.414886128368738,6.8799755643873715,8,1,23.494333118342315,-81.40996549467067,2,9,True
4224,4,5,4.299001548306849,9.040158580393236,10,1,38.86365573404997,-184.25869467607544,20,15,True
4225,1,4,4.682023895806702,4.798818096221557,9,1,22.46818099813895,-2.6241532344538774,4,1,False
4226,3,3,4.8161919610428745,7.613628538313658,8,1,36.66869656059285,-102.57835299944581,9,12,True
4227,5,3,6.619418849547213,4.255437381745119,5,1,28.168522417791475,66.58986497102688,15,22,False
4228,3,3,5.669343116285001,3.6147278193326526,9,1,20.493132279777466,42.10550306449873,9,12,False
4229,4,1,4.098300288206523,3.3604728256435923,10,1,13.772226749845322,10.161527116679688,4,19,False
4230,5,3,5.58649085927355,7.4517620426203655,7,1,41.629200536580264,-77.64974814664897,15,22,True
4231,3,5,3.7343163560169232,3.4140842661129533,6,1,12.749270715765636,4.0827256060611115,15,10,True
4232,4,4,3.8555458602389354,1.2650323777621242,8,1,4.877390347148975,12.634945453591673,16,16,False
4233,1,5,4.305385641368998,5.422957385847954,7,1,23.347922862785737,-26.09297888372355,5,0,True
4234,4,5,4.917437519330012,9.915642009669705,7,1,48.759550046594654,-243.71020198983237,20,15,True
4235,5,3,5.726741227695034,6.434595867873012,9,1,36.84926544010449,-26.083923528927976,15,22,False
4236,2,4,5.459621384409916,7.900932221980322,7,1,43.13609851589712,-105.30862479736436,8,6,True
4237,1,4,5.608627917691719,6.281736634528098,7,1,35.23192346000111,-23.714914791838858,4,1,False
4238,3,4,6.092086121753402,6.2941100516588655,9,1,38.344260494499565,-7.746458194417608,12,11,False
4239,5,4,5.885733456761921,7.265500374045306,7,1,42.76279863163471,-59.00269484238079,20,21,True
4240,2,2,4.4864997014369745,2.5860513099849616,9,1,11.602318430148227,22.04960739768924,4,8,False
4241,4,4,4.3264683552165595,5.543977046334396,9,1,23.985841253012733,-29.202970189315735,16,16,True
4242,2,3,5.6773420668123125,6.731571742948258,9,1,38.217435432005225,-40.289954578229285,6,7,True
4243,5,4,6.123371374474077,9.268545506184415,6,1,56.754746235579994,-178.50355971193085,20,21,True
4244,5,5,5.579980450928317,0.5581397799599219,10,1,3.1144090610617967,15.640066088872622,25,20,True
4245,2,2,5.972909600739117,5.013768170055643,6,1,29.946784038805543,28.72320128734896,4,8,False
4246,4,5,5.401401207457811,1.585157188893509,10,1,8.562069954099828,32.67494824886259,20,15,False
4247,2,3,6.385132820132512,1.072496200105848,8,1,6.848030686763256,36.381098601564815,6,7,False
4248,5,3,4.448906215974506,8.685213500201222,8,1,38.63970032811091,-163.68964396031367,15,22,True
4249,5,4,5.990065227351062,0.6840753525689136,7,1,4.097655982310967,21.74212115248249,20,21,False
4250,3,3,4.905237913541426,4.073647425853374,8,1,19.982209799696406,16.617015592414507,9,12,False
4251,3,2,3.806236684126731,1.1435004415975136,8,1,4.352433329123573,11.589381968649436,6,13,False
4252,1,5,4.715053111421451,1.633431308408414,9,1,7.701715373004304,23.733774014050745,5,0,False
4253,5,3,5.609581485190029,6.768621700525267,8,1,37.96913497152198,-44.00775437348554,15,22,True
4254,3,3,6.354990417876282,5.002875450550825,8,1,31.793225550078976,42.98809612581593,9,12,False
4255,2,2,5.07331078398843,4.251856781377519,8,1,21.570990860936906,17.719576782999997,4,8,False
4256,4,1,4.608712277877124,6.932294547905079,6,1,31.94895099679078,-74.23601608213504,4,19,True
4257,2,1,5.654704347066152,1.8870984405647817,9,1,10.670983755203428,40.20406142428461,2,9,False
4258,4,2,3.317316213013144,3.328276631288003,6,1,11.040946030364463,-0.12101338664293916,8,18,False
4259,3,3,5.160944192772728,9.828801867155567,8,1,50.72589791821027,-236.78127188747828,9,12,True
4260,1,2,3.164531567694304,0.827236964724336,6,1,2.617817488833781,6.118610688211591,2,3,False
4261,2,2,3.6273403158054123,8.1146376541341,9,1,29.434552310993276,-132.08158824001666,4,8,True
4262,2,1,3.8702301137670627,8.778436661397237,8,1,33.97456991873638,-166.75420652806105,2,9,True
4263,2,4,5.4058992584086765,8.984986641129435,9,1,48.57193262009348,-173.8431911949394,8,6,True
4264,4,3,4.606535045676376,2.660884865112502,9,1,12.257459383650595,23.84872806305413,12,17,False
4265,3,5,4.024478833511983,8.917643136968884,6,1,35.88886604954468,-175.6101182451783,15,10,True
4266,2,2,5.760761961794173,3.028968381868795,7,1,17.449165837747,47.66751921061048,4,8,False
4267,2,1,4.167688995520511,2.9169476265324965,10,1,12.15693052360916,15.205175925791107,2,9,False
4268,1,4,5.3221877267584,7.311146297956953,10,1,38.91129309552161,-77.3929499187568,4,1,True
4269,1,3,5.104014943127445,6.300723035323333,10,1,32.1589845247976,-38.48491701762764,3,2,True
4270,3,2,4.6412284402114174,4.29787566379982,7,1,19.947422763320247,6.849002988041908,6,13,False
4271,3,1,4.925756272154868,4.967986047573043,8,1,24.47108843381079,-1.033408568798126,3,14,False
4272,5,2,5.781831399582051,4.90634173236719,8,1,28.367640685280417,24.835576303226908,10,23,False
4273,1,5,3.613783852969366,3.771770529407188,8,1,13.630363436277413,-2.1534158179370784,5,0,False
4274,5,3,6.899432262097477,4.8371662963723665,9,1,33.373701202322074,68.82544813982801,15,22,False
4275,4,3,4.619825965113339,3.136233783472191,6,1,14.488854265550474,21.495550909308683,12,17,False
4276,5,3,5.361875289083095,2.2422482711759706,9,1,12.022655597207727,37.50620122804153,15,22,False
4277,2,3,3.7037540799065054,8.293811764585152,8,1,30.718239161058833,-140.99848972101464,6,7,True
4278,5,1,7.254564356271988,9.23091753032833,9,1,66.96628529120615,-132.34903049003782,5,24,True
4279,3,5,3.812531021764772,6.526694786174905,9,1,24.88322634188222,-67.53715127875242,15,10,True
4280,4,2,5.089893872571233,8.673682073535186,7,1,44.14812123871769,-158.21751599004259,8,18,True
4281,2,1,6.026378585457023,3.0016319377120393,9,1,18.088970430851703,54.71455267187682,2,9,False
4282,5,4,5.873916218721368,1.334640571163691,9,1,7.839566897121954,35.585955103504986,20,21,False
4283,4,3,5.862644365488588,2.6565576024010884,6,1,15.574452459312614,49.933045872137725,12,17,False
4284,4,3,4.784312321838533,2.3198199678462172,7,1,11.098743256613727,27.3527678948483,12,17,False
4285,2,2,7.106894830541533,2.519256014464565,9,1,17.90408754600888,82.13748699251057,4,8,False
4286,5,3,4.411653157848055,1.3846434507635508,8,1,6.108566652054646,18.490690552142105,15,22,False
4287,4,3,5.055592192161127,6.471503086711328,8,1,32.717280476724426,-46.32475386704871,12,17,True
4288,4,2,4.6418071702081924,8.706540958650887,7,1,40.414084249576995,-164.27249377822534,8,18,True
4289,1,5,4.405610652629173,6.990523634172029,6,1,30.797525390164292,-79.60892318043139,5,0,True
4290,4,1,6.142752103619003,5.7246863599294615,7,1,35.16532918001571,14.7014194957308,4,19,False
4291,1,5,6.182805199067614,1.7219115687934883,8,1,10.646243799871051,47.491761153190176,5,0,False
4292,5,2,5.281197872438542,4.491919518517539,7,1,23.72271580435999,18.723826080601018,10,23,False
4293,5,3,5.952255312491024,3.8032462202214457,8,1,22.637892519024508,48.64903685320514,15,22,False
4294,5,3,4.113110917274355,2.005108570568599,8,1,8.24723395192608,17.385188524491564,15,22,False
4295,3,5,4.203538694321874,2.346294305663564,4,1,9.862738902123866,18.317516482771566,15,10,False
4296,5,4,2.6984659474245216,4.584851368098988,9,1,12.37206529081785,-23.338483588231398,20,21,True
4297,4,1,2.436015202094724,6.353397398939919,8,1,15.476972648766719,-60.62921711533876,4,19,True
4298,2,3,6.5442143280300105,1.028096508062597,8,1,6.728083898660868,37.112903487639045,6,7,False
4299,1,2,4.979166367801114,3.639177274627885,9,1,18.120069092293285,24.280694951218337,2,3,False
4300,3,5,5.852239101586213,5.240148169425708,8,1,30.666600015218542,18.770747789508487,15,10,False
4301,5,1,5.3009905735504965,5.4551636683036,8,1,28.91777118285253,-4.458342276622482,5,24,False
4302,5,4,5.925241012522188,2.884586158274982,7,1,17.091868209164744,51.97047203835028,20,21,False
4303,2,3,5.74581702139605,6.262271429780099,7,1,35.98186577383267,-18.582993200779008,6,7,False
4304,2,5,3.3296481139327643,3.0123724067881463,7,1,10.030140102725253,3.182319793851746,10,5,True
4305,3,3,6.119305283453215,0.19665241126174848,7,1,1.2033761392378322,7.127179147383625,9,12,False
4306,1,5,5.593566338181878,7.58690772925754,9,1,42.437871685266884,-84.59316617940033,5,0,True
4307,5,4,2.7941649590921824,4.2137183218138885,5,1,11.773824082297084,-16.71357156811863,20,21,True
4308,3,2,5.549872364172633,9.778620857535703,8,1,54.27009765695949,-229.49459370153411,6,13,True
4309,4,2,3.2656683973979916,1.3789169762339593,8,1,4.503085591922838,8.496203140183693,8,18,False
4310,4,1,6.449441357429423,4.086527450319291,8,1,26.35581914635985,62.27653159421317,4,19,False
4311,3,3,5.747996469789971,5.821355868631447,10,1,33.46113298228469,-2.454688600135098,9,12,False
4312,5,3,5.155089663989504,5.234037316915135,8,1,26.981931673364567,-2.1301601770118817,15,22,False
4313,3,3,5.26799876563339,2.5035511971732918,9,1,13.188704616408897,36.45948240797005,9,12,False
4314,5,2,3.5770702967453545,9.192993882531676,9,1,32.88398535536581,-184.67394895185083,10,23,True
4315,2,1,5.62010456107351,5.160360820020101,8,1,29.00176738138001,13.333381033076359,2,9,False
4316,3,2,4.712145424059209,8.452891501392628,6,1,39.83125400835625,-148.99860718702968,6,13,True
4317,5,5,4.155774970711127,7.4828319383345,8,1,31.09696567936834,-103.46137633548733,25,20,True
4318,3,3,4.3217725496390145,4.0834754943961595,9,1,17.647852298804924,4.205431234166062,9,12,False
4319,3,5,3.6445111527000216,6.724240043184798,8,1,24.50656783081907,-75.47358495519832,15,10,True
4320,5,4,7.037326697950164,1.1856240405050833,8,1,8.34362371397797,48.82440505980667,20,21,False
4321,5,5,5.869679412216438,9.548526987871304,9,1,56.046792277701236,-206.187605894053,25,20,True
4322,1,5,6.090301487762629,6.190781440422929,8,1,37.70372541702103,-3.788468545019222,5,0,False
4323,3,5,3.7999209640444818,1.1317239269604673,10,1,4.300461475567825,11.47447856720402,15,10,True
4324,4,2,2.9481124339543383,8.263808635039698,8,1,24.362636988779762,-129.50437688967824,8,18,True
4325,3,5,4.773395341802638,7.955588006058756,6,1,37.9751667294218,-120.84429699026906,15,10,True
4326,3,3,4.788191776353822,3.990636248790145,8,1,19.10793166887644,15.239636522821453,9,12,False
4327,5,1,5.228431532243507,1.4344113633420585,6,1,7.499721602306017,28.45409502029491,5,24,False
4328,3,4,7.096642386458493,3.8039547175046162,8,1,26.995306284412003,88.8871121223165,12,11,False
4329,3,3,4.119453282677675,6.113092396147268,7,1,25.182598538620798,-50.20501342539663,9,12,True
4330,4,1,3.341173952710892,8.658326945398997,9,1,28.92897646402199,-153.8197937810783,4,19,True
4331,5,3,3.8635036255538173,2.584713346440913,6,1,9.986049384991807,12.770062880268918,15,22,False
4332,3,5,5.2250174774473175,3.894288733850214,9,1,20.347726696593554,27.077304782015183,15,10,False
4333,2,4,6.663349727705363,9.556657807782011,8,1,63.6793532012576,-184.2439871512534,8,6,True
4334,1,3,5.698176256718292,7.931180707120355,8,1,45.1932655930554,-100.91676319749511,3,2,True
4335,4,4,3.618075000173697,5.213870825439107,7,1,18.864175687656232,-30.10337280943506,16,16,True
4336,3,2,6.692494383479671,4.063527054281753,7,1,27.195131987898325,71.49511350940993,6,13,False
4337,2,2,4.343936967831028,6.779396804056686,8,1,29.449272396737364,-71.72252012832278,4,8,True
4338,3,5,3.0467669976093807,8.324096838458832,8,1,25.361583532320953,-133.8414415863134,15,10,True
4339,3,5,5.114313092809788,1.183467511702675,8,1,6.052623390016012,23.791927906749997,15,10,False
4340,5,2,4.761502049506986,9.282167901653475,10,1,44.19706148759098,-199.80014663217122,10,23,True
4341,5,3,6.907650597411992,1.8458058347052375,9,1,12.750181776808175,64.53944085049557,15,22,False
4342,5,1,3.724855593084752,7.109886022683995,9,1,26.483298717789577,-89.64677203588433,5,24,True
4343,2,1,6.619569087980004,1.3882155362859883,7,1,9.189388651452312,48.072940959671726,2,9,False
4344,3,2,4.236885554393427,1.0742680193825715,9,1,4.551550652868856,14.39481390625315,6,13,False
4345,1,1,4.341515178791985,1.7875886095905624,6,1,7.7608430819730865,19.82062334645412,1,4,False
4346,4,3,4.362670254575983,0.3597412025112301,6,1,1.5694322435411385,6.2823259229179875,12,17,False
4347,5,1,6.418892732422686,9.302490014741238,8,1,59.71168554905714,-172.18445417192115,5,24,True
4348,5,1,3.5422233989394813,1.185629640180399,6,1,4.199765053923207,9.897140114329932,5,24,False
4349,3,2,4.211373323559999,7.909127908119176,10,1,33.308290284876996,-123.1658831047318,6,13,True
4350,3,4,5.058665674263016,7.359645539776069,9,1,37.229986266808105,-85.66544879325292,12,11,True
4351,2,4,5.323946668326444,6.775444345859362,8,1,36.072104351569195,-52.358575690027735,8,6,True
4352,2,3,5.738533721822209,9.307126025084543,10,1,53.409256548196744,-190.59586184085828,6,7,True
4353,5,4,4.598407170346977,9.752502978664799,7,1,44.84597962592247,-231.14047560987342,20,21,True
4354,3,5,5.96089689022961,0.5886214865315986,9,1,3.5087119885885367,18.84976711495453,15,10,False
4355,1,2,2.555253599539317,8.946706666177585,6,1,22.861104412772676,-146.11567590575356,2,3,True
4356,4,4,5.342763272261111,0.04290069344863645,9,1,0.2292082493119077,1.2147722232832998,16,16,True
4357,3,1,5.5152340544428196,6.977083342463563,8,1,38.48024765104078,-56.25232263153583,3,14,True
4358,3,4,4.145088411594296,4.130722105618543,10,1,17.12220833151581,0.2459828838711444,12,11,False
4359,2,2,5.6445521653503326,0.40292063180551674,7,1,2.2743065247221534,11.921076796930361,4,8,False
4360,4,1,4.129113597209993,4.965403041875465,9,1,20.502713215835843,-17.146202649406796,4,19,False
4361,5,1,4.877672279620186,3.8983538704245593,7,1,19.014892609919936,18.621634381772473,5,24,False
4362,3,2,3.650609125452501,2.923166255489411,9,1,10.671337407504462,7.762788310059525,6,13,False
4363,5,3,5.427391532051135,2.3113424496238064,10,1,12.544560438758573,39.089466044647814,15,22,False
4364,3,3,5.906500921845161,7.386239249042927,7,1,43.62682893344096,-64.55629086691303,9,12,True
4365,5,2,4.421379720372194,2.4309476245907913,9,1,10.748142528652682,21.393447859063382,10,23,False
4366,4,2,4.990200702634221,3.51920630809597,9,1,17.56154579137529,25.83293541853986,8,18,False
4367,2,2,5.039538375501226,7.720098385831033,8,1,38.90573207804056,-104.2891495810011,4,8,True
4368,4,1,4.619805258443041,5.338602064281001,10,1,24.66330188930024,-17.72790261944634,4,19,False
4369,1,1,5.304092657473394,8.607329297575086,7,1,45.65407212772364,-150.80620382214215,1,4,True
4370,2,2,7.548779499559371,8.022931057052906,8,1,60.56333748985917,-28.71620079782332,4,8,False
4371,4,1,6.437181225401153,0.650409472964899,6,1,4.186803648192707,24.22807708435861,4,19,False
4372,1,5,4.707844459682503,6.059283946246689,7,1,28.52616635598061,-38.55138761377098,5,0,True
4373,3,2,5.438578629790592,1.9748019169584663,7,1,10.74011550363981,37.20136197463485,6,13,False
4374,3,1,4.814182235076584,1.5893094875008196,6,1,7.651225500765116,24.674228602974154,3,14,False
4375,5,3,4.460590986710203,4.645293557873541,8,1,20.720754574873688,-3.827176646423662,15,22,False
4376,2,2,6.312555635052121,7.497056918267365,6,1,47.32558889571514,-56.0572207758917,4,8,True
4377,3,2,4.985662067454009,8.972809763058244,8,1,44.73539727416048,-178.36663615360894,6,13,True
4378,2,2,5.007558569279281,8.331841942656752,8,1,41.72218651783135,-138.6963709421804,4,8,True
4379,3,4,7.990414234260808,9.82128548386111,8,1,78.47613932898287,-143.6797072770623,12,11,True
4380,5,2,5.638240950573261,1.3031025951863628,6,1,7.347206414978041,31.851156334515967,10,23,False
4381,4,3,4.524572880742682,3.401527205602152,7,1,15.390457747575935,17.284187011848225,12,17,False
4382,5,1,5.4218414509994295,1.6614089983328872,8,1,9.00789617422469,33.87358510380532,5,24,False
4383,1,2,4.919812574045593,4.091229524065993,8,1,20.128082455806435,16.677787951472975,2,3,False
4384,3,5,5.608905827963222,6.185270673835262,8,1,34.69260073000461,-19.995595472649352,15,10,True
4385,1,1,3.6740641381792707,9.406036020250012,8,1,34.55837962442304,-198.0876602971193,1,4,True
4386,1,3,4.432447991813661,0.1680767086529933,6,1,0.7449912697396099,3.1769193768829957,3,2,True
4387,2,4,5.53942651899609,8.813672317552951,7,1,48.82269016559455,-159.85748814894134,8,6,True
4388,3,3,5.292112305204688,8.606124740804166,8,1,45.54457864093623,-150.93529999020106,9,12,True
4389,1,4,5.222918193825355,5.345657851128108,8,1,27.919933648622344,-3.4268830879475036,4,1,False
4390,4,1,5.715248744868604,3.0512168886751176,7,1,17.438463493322352,46.456622269277894,4,19,False
4391,1,4,5.3029916468511065,2.8714930903545275,8,1,15.227503872140728,37.02565368415625,4,1,False
4392,4,1,3.501827650288968,8.522519816360711,9,1,29.8443955430676,-149.83952290422596,4,19,True
4393,2,3,3.3601591448409485,4.240513612651218,8,1,14.248800594372517,-12.543995264193466,6,7,True
4394,1,3,6.418800101843969,6.767948614119367,9,1,43.44210925358414,-15.167747815994229,3,2,False
4395,5,4,6.584174435621479,9.823062499559267,8,1,64.67675698911016,-209.4807762262338,20,21,True
4396,2,5,7.3620432265545555,6.828034738665343,8,1,50.26828689847039,26.843691875433294,10,5,False
4397,4,3,4.608014426578707,3.277639125844546,9,1,15.103408377010492,20.093201461676184,12,17,False
4398,2,4,3.95741851343334,8.749246682456727,9,1,34.62443079974948,-165.91432284264053,8,6,True
4399,1,2,4.374561092652564,8.987492828010257,9,1,39.31633644590763,-181.36357610932762,2,3,True
4400,3,1,3.9903265644658754,7.6299305493304805,8,1,30.445914556023126,-110.81107194094905,3,14,True
4401,3,2,4.171989104557883,9.56051424445276,8,1,39.88636126182735,-214.9286603982858,6,13,True
4402,4,2,6.523919360893936,8.167462440683773,6,1,53.28386634615091,-87.57432979766287,8,18,True
4403,4,2,4.5818207808794575,2.339834768310122,8,1,10.720703565267588,24.03566743823214,8,18,False
4404,3,4,3.8678929082381854,8.801650080963313,9,1,34.043839928952046,-167.96403943657324,12,11,True
4405,4,3,3.627541107859643,2.82412513756174,8,1,10.24463003024498,8.230699376092304,12,17,False
4406,2,2,5.5344755430933885,9.616523264107391,7,1,53.22241281479096,-217.25642893748386,4,8,True
4407,5,4,5.255340021522094,5.745701848011717,5,1,30.195616873589433,-14.806777842114208,20,21,True
4408,5,3,5.883565257913274,7.6742435606893356,7,1,45.151912794436434,-80.85255056983418,15,22,True
4409,2,1,4.101257438812588,8.476927559645647,10,1,34.76606221227215,-152.12481964126252,2,9,True
4410,5,3,5.3975984132151105,9.475115128039675,7,1,51.14286638013744,-208.53589250904972,15,22,True
4411,1,3,7.316663875201408,0.17699297277500858,8,1,1.2949980900674116,9.245860182352061,3,2,False
4412,2,2,4.954109786951658,2.020090399960337,8,1,10.007749620970596,29.362931408082776,4,8,False
4413,4,4,4.814944675386872,1.904562639840014,7,1,9.170363741638441,26.68926189309479,16,16,False
4414,2,5,4.583430954259239,1.5450035664195427,8,1,7.081417170768252,21.51637187638055,10,5,False
4415,3,1,4.658908073949914,9.160496267031954,8,1,42.67791001986322,-192.11837585083396,3,14,True
4416,4,4,5.879832362794737,4.078080838938125,10,1,23.9784316948815,43.20317584594442,16,16,False
4417,3,2,3.709468702622903,2.7964619955850023,9,1,10.373388250696953,9.470973047594477,6,13,False
4418,4,4,2.638671396778781,0.2533140925906274,9,1,0.6684126505198603,1.5944029981293126,16,16,True
4419,5,5,6.440146307256439,4.559923257810748,8,1,29.366572930162643,55.21570730651969,25,20,False
4420,2,1,5.396212693829212,6.325992887415119,10,1,34.136403120142774,-31.73935150137289,2,9,False
4421,1,3,4.494656908145936,6.574648767759546,8,1,29.55079050264361,-61.4654036906459,3,2,True
4422,4,1,7.197884928027191,4.2349387405766254,9,1,30.482601731914947,90.31830858515141,4,19,False
4423,4,5,4.7142403246071085,8.695241721204216,9,1,40.99145915430704,-163.18705614184958,20,15,True
4424,3,1,2.8308060304438816,6.886131288860751,7,1,19.493301978935314,-79.05167988512393,3,14,True
4425,5,1,5.25938239771749,0.34794586015851836,7,1,1.8299803322763826,8.987832266956532,5,24,False
4426,3,2,5.439775608620149,4.292537228523883,8,1,23.350439314818153,26.788520174068147,6,13,False
4427,3,3,5.461178078124049,7.395089321370634,8,1,40.385899687638556,-78.10274547455295,9,12,True
4428,5,5,4.418167671058826,9.835157966853098,6,1,43.45337696890701,-235.3865213600596,25,20,True
